gender,phone_use_hours,sleep_hours,person_interaction,social_media_hours,gaming_hours,educational_hours,family_communication,phone_anxiety,phone_during_meals,lose_track_time,performance_impact,phone_before_sleep,phone_after_wakeup,phone_addiction
male,2 to 4 hours,more than 8 hours,always,7 to 9 hours,1 to 3 hours,1 to 3 hours,sometimes,sometimes,always,always,never,always,always,yes
female,5 to 7 hours,4 to 6 hours,never,more than 9 hours,less than 1 hour,4 to 6 hours,rarely,never,rarely,never,always,never,sometimes,yes
female,8 to 10 hours,4 to 6 hours,never,7 to 9 hours,4 to 6 hours,1 to 3 hours,rarely,rarely,always,always,rarely,rarely,rarely,yes
female,2 to 4 hours,7 to 8 hours,often,4 to 6 hours,1 to 3 hours,less than 1 hour,sometimes,sometimes,sometimes,often,often,always,sometimes,no
female,8 to 10 hours,7 to 8 hours,sometimes,1 to 3 hours,7 to 9 hours,4 to 6 hours,sometimes,often,often,never,rarely,never,always,no
female,2 to 4 hours,less than 4 hours,rarely,4 to 6 hours,more than 9 hours,less than 1 hour,sometimes,never,often,always,rarely,rarely,always,yes
female,8 to 10 hours,7 to 8 hours,never,1 to 3 hours,7 to 9 hours,4 to 6 hours,often,never,never,always,sometimes,often,often,yes
female,8 to 10 hours,less than 4 hours,never,less than 1 hour,7 to 9 hours,more than 9 hours,rarely,often,always,sometimes,sometimes,rarely,always,yes
male,2 to 4 hours,4 to 6 hours,sometimes,less than 1 hour,4 to 6 hours,7 to 9 hours,rarely,rarely,rarely,rarely,rarely,never,often,no
male,8 to 10 hours,4 to 6 hours,always,4 to 6 hours,less than 1 hour,more than 9 hours,often,never,always,often,always,sometimes,never,yes
male,8 to 10 hours,4 to 6 hours,rarely,more than 9 hours,more than 9 hours,less than 1 hour,rarely,always,always,often,often,often,always,yes
female,less than 2 hours,7 to 8 hours,always,7 to 9 hours,1 to 3 hours,less than 1 hour,often,sometimes,sometimes,rarely,often,rarely,sometimes,no
female,8 to 10 hours,more than 8 hours,often,4 to 6 hours,more than 9 hours,1 to 3 hours,sometimes,always,often,never,never,rarely,always,yes
female,more than 10 hours,more than 8 hours,never,less than 1 hour,less than 1 hour,7 to 9 hours,always,rarely,always,often,rarely,rarely,often,no
male,more than 10 hours,7 to 8 hours,never,less than 1 hour,7 to 9 hours,7 to 9 hours,often,rarely,always,never,often,sometimes,never,no
female,more than 10 hours,7 to 8 hours,always,less than 1 hour,1 to 3 hours,4 to 6 hours,always,always,often,often,rarely,sometimes,sometimes,no
female,less than 2 hours,more than 8 hours,rarely,1 to 3 hours,4 to 6 hours,less than 1 hour,never,always,always,always,rarely,always,always,yes
male,8 to 10 hours,more than 8 hours,always,less than 1 hour,4 to 6 hours,more than 9 hours,sometimes,sometimes,never,never,sometimes,sometimes,sometimes,no
male,8 to 10 hours,more than 8 hours,never,7 to 9 hours,4 to 6 hours,more than 9 hours,often,always,rarely,rarely,never,rarely,often,yes
male,8 to 10 hours,7 to 8 hours,rarely,more than 9 hours,1 to 3 hours,1 to 3 hours,often,sometimes,never,rarely,rarely,often,often,yes
female,less than 2 hours,4 to 6 hours,never,7 to 9 hours,less than 1 hour,7 to 9 hours,rarely,often,never,rarely,never,rarely,always,yes
female,8 to 10 hours,less than 4 hours,rarely,more than 9 hours,7 to 9 hours,4 to 6 hours,rarely,rarely,sometimes,never,rarely,often,sometimes,yes
female,5 to 7 hours,7 to 8 hours,never,7 to 9 hours,more than 9 hours,4 to 6 hours,always,never,often,never,sometimes,never,never,no
female,2 to 4 hours,7 to 8 hours,rarely,7 to 9 hours,less than 1 hour,1 to 3 hours,often,often,often,rarely,always,often,never,yes
female,2 to 4 hours,more than 8 hours,always,4 to 6 hours,1 to 3 hours,more than 9 hours,never,never,always,always,sometimes,often,often,yes
female,more than 10 hours,less than 4 hours,sometimes,7 to 9 hours,1 to 3 hours,7 to 9 hours,sometimes,always,always,rarely,often,sometimes,often,yes
female,8 to 10 hours,more than 8 hours,rarely,more than 9 hours,1 to 3 hours,less than 1 hour,always,sometimes,always,often,always,often,often,yes
female,2 to 4 hours,more than 8 hours,never,4 to 6 hours,less than 1 hour,7 to 9 hours,often,sometimes,sometimes,often,always,often,often,yes
female,5 to 7 hours,4 to 6 hours,sometimes,more than 9 hours,1 to 3 hours,4 to 6 hours,rarely,rarely,sometimes,often,sometimes,never,rarely,no
female,2 to 4 hours,4 to 6 hours,never,4 to 6 hours,more than 9 hours,more than 9 hours,sometimes,rarely,always,rarely,often,never,rarely,yes
female,more than 10 hours,7 to 8 hours,never,1 to 3 hours,more than 9 hours,more than 9 hours,never,rarely,often,rarely,never,never,never,no
female,8 to 10 hours,less than 4 hours,sometimes,less than 1 hour,4 to 6 hours,7 to 9 hours,rarely,rarely,always,often,sometimes,never,rarely,yes
male,more than 10 hours,less than 4 hours,often,less than 1 hour,7 to 9 hours,4 to 6 hours,rarely,sometimes,sometimes,rarely,never,sometimes,sometimes,no
female,2 to 4 hours,less than 4 hours,sometimes,7 to 9 hours,7 to 9 hours,less than 1 hour,never,always,sometimes,sometimes,sometimes,always,sometimes,yes
female,more than 10 hours,more than 8 hours,often,1 to 3 hours,more than 9 hours,7 to 9 hours,rarely,rarely,always,never,always,often,often,yes
female,2 to 4 hours,less than 4 hours,often,1 to 3 hours,less than 1 hour,4 to 6 hours,rarely,never,never,always,rarely,sometimes,rarely,no
female,8 to 10 hours,more than 8 hours,sometimes,7 to 9 hours,more than 9 hours,more than 9 hours,always,rarely,rarely,rarely,sometimes,sometimes,often,no
female,8 to 10 hours,more than 8 hours,rarely,4 to 6 hours,7 to 9 hours,4 to 6 hours,never,always,rarely,sometimes,rarely,rarely,always,yes
male,less than 2 hours,less than 4 hours,always,more than 9 hours,7 to 9 hours,less than 1 hour,never,never,always,always,always,often,often,yes
male,more than 10 hours,less than 4 hours,often,4 to 6 hours,7 to 9 hours,more than 9 hours,sometimes,rarely,rarely,never,sometimes,sometimes,always,no
female,more than 10 hours,more than 8 hours,always,less than 1 hour,4 to 6 hours,less than 1 hour,always,never,sometimes,rarely,always,rarely,rarely,no
female,8 to 10 hours,7 to 8 hours,often,less than 1 hour,more than 9 hours,4 to 6 hours,sometimes,sometimes,sometimes,never,rarely,sometimes,always,no
female,2 to 4 hours,more than 8 hours,never,4 to 6 hours,more than 9 hours,1 to 3 hours,never,rarely,sometimes,always,never,rarely,always,yes
female,5 to 7 hours,7 to 8 hours,always,less than 1 hour,less than 1 hour,7 to 9 hours,sometimes,sometimes,often,often,rarely,always,always,no
male,8 to 10 hours,7 to 8 hours,rarely,7 to 9 hours,less than 1 hour,4 to 6 hours,rarely,rarely,never,never,often,always,rarely,yes
female,8 to 10 hours,more than 8 hours,sometimes,7 to 9 hours,7 to 9 hours,less than 1 hour,always,often,rarely,rarely,never,rarely,never,no
female,2 to 4 hours,7 to 8 hours,never,1 to 3 hours,4 to 6 hours,1 to 3 hours,sometimes,rarely,often,always,never,sometimes,never,no
female,less than 2 hours,7 to 8 hours,rarely,4 to 6 hours,1 to 3 hours,7 to 9 hours,often,often,always,never,always,never,often,yes
male,less than 2 hours,more than 8 hours,often,1 to 3 hours,4 to 6 hours,1 to 3 hours,always,often,always,often,rarely,sometimes,rarely,no
male,5 to 7 hours,4 to 6 hours,often,more than 9 hours,1 to 3 hours,more than 9 hours,never,often,often,rarely,always,never,always,yes
male,2 to 4 hours,7 to 8 hours,sometimes,4 to 6 hours,7 to 9 hours,less than 1 hour,always,sometimes,never,sometimes,rarely,rarely,never,no
female,2 to 4 hours,4 to 6 hours,never,less than 1 hour,more than 9 hours,more than 9 hours,sometimes,always,never,never,often,rarely,often,yes
male,less than 2 hours,4 to 6 hours,always,4 to 6 hours,1 to 3 hours,less than 1 hour,never,sometimes,sometimes,sometimes,never,never,often,no
male,8 to 10 hours,more than 8 hours,always,less than 1 hour,4 to 6 hours,4 to 6 hours,sometimes,often,rarely,never,never,never,always,no
male,5 to 7 hours,less than 4 hours,always,4 to 6 hours,4 to 6 hours,4 to 6 hours,never,never,always,always,never,rarely,always,yes
male,2 to 4 hours,less than 4 hours,sometimes,4 to 6 hours,1 to 3 hours,less than 1 hour,often,always,often,often,sometimes,never,rarely,yes
female,8 to 10 hours,less than 4 hours,often,1 to 3 hours,less than 1 hour,1 to 3 hours,often,rarely,never,rarely,sometimes,often,never,no
male,5 to 7 hours,more than 8 hours,rarely,1 to 3 hours,more than 9 hours,1 to 3 hours,always,often,often,sometimes,never,sometimes,always,yes
male,less than 2 hours,more than 8 hours,rarely,7 to 9 hours,more than 9 hours,4 to 6 hours,always,always,rarely,always,never,often,often,yes
male,more than 10 hours,7 to 8 hours,sometimes,less than 1 hour,less than 1 hour,1 to 3 hours,rarely,rarely,sometimes,sometimes,rarely,rarely,sometimes,no
male,8 to 10 hours,4 to 6 hours,always,less than 1 hour,more than 9 hours,1 to 3 hours,never,sometimes,sometimes,always,sometimes,never,often,yes
female,more than 10 hours,7 to 8 hours,sometimes,1 to 3 hours,less than 1 hour,1 to 3 hours,never,sometimes,sometimes,sometimes,never,often,always,no
female,2 to 4 hours,4 to 6 hours,rarely,1 to 3 hours,1 to 3 hours,4 to 6 hours,always,always,always,rarely,always,rarely,sometimes,no
male,5 to 7 hours,7 to 8 hours,always,7 to 9 hours,1 to 3 hours,1 to 3 hours,rarely,often,always,never,sometimes,never,always,yes
male,less than 2 hours,less than 4 hours,always,more than 9 hours,7 to 9 hours,more than 9 hours,often,rarely,often,rarely,often,often,never,yes
male,2 to 4 hours,less than 4 hours,rarely,more than 9 hours,1 to 3 hours,1 to 3 hours,never,rarely,never,sometimes,never,rarely,often,yes
male,2 to 4 hours,more than 8 hours,often,less than 1 hour,more than 9 hours,1 to 3 hours,rarely,always,never,often,always,rarely,always,yes
male,2 to 4 hours,less than 4 hours,rarely,4 to 6 hours,1 to 3 hours,less than 1 hour,never,always,sometimes,never,sometimes,often,never,yes
male,less than 2 hours,7 to 8 hours,often,7 to 9 hours,less than 1 hour,1 to 3 hours,sometimes,always,rarely,sometimes,always,sometimes,often,no
female,more than 10 hours,7 to 8 hours,sometimes,7 to 9 hours,4 to 6 hours,more than 9 hours,sometimes,always,rarely,never,never,often,often,yes
female,less than 2 hours,4 to 6 hours,rarely,more than 9 hours,7 to 9 hours,7 to 9 hours,sometimes,sometimes,sometimes,never,rarely,rarely,always,no
male,less than 2 hours,7 to 8 hours,rarely,1 to 3 hours,more than 9 hours,7 to 9 hours,never,rarely,never,often,sometimes,sometimes,rarely,no
female,2 to 4 hours,less than 4 hours,sometimes,7 to 9 hours,more than 9 hours,1 to 3 hours,always,never,often,never,often,never,always,yes
male,more than 10 hours,less than 4 hours,sometimes,4 to 6 hours,less than 1 hour,7 to 9 hours,sometimes,sometimes,never,never,always,rarely,often,no
male,8 to 10 hours,7 to 8 hours,never,more than 9 hours,less than 1 hour,1 to 3 hours,rarely,rarely,often,always,sometimes,sometimes,often,yes
male,more than 10 hours,4 to 6 hours,sometimes,less than 1 hour,less than 1 hour,4 to 6 hours,rarely,often,never,often,rarely,always,rarely,yes
female,5 to 7 hours,more than 8 hours,rarely,7 to 9 hours,4 to 6 hours,1 to 3 hours,always,often,rarely,rarely,never,always,always,yes
male,2 to 4 hours,7 to 8 hours,never,less than 1 hour,7 to 9 hours,1 to 3 hours,always,often,sometimes,sometimes,sometimes,always,often,yes
female,8 to 10 hours,less than 4 hours,often,less than 1 hour,4 to 6 hours,4 to 6 hours,rarely,rarely,often,never,never,often,sometimes,yes
male,less than 2 hours,4 to 6 hours,often,more than 9 hours,7 to 9 hours,4 to 6 hours,rarely,rarely,rarely,never,often,rarely,rarely,no
female,8 to 10 hours,less than 4 hours,sometimes,7 to 9 hours,4 to 6 hours,more than 9 hours,often,always,always,never,always,always,often,yes
female,less than 2 hours,more than 8 hours,always,1 to 3 hours,more than 9 hours,7 to 9 hours,sometimes,rarely,often,often,rarely,often,often,no
female,8 to 10 hours,more than 8 hours,often,7 to 9 hours,less than 1 hour,more than 9 hours,always,never,often,rarely,always,often,always,yes
female,more than 10 hours,less than 4 hours,never,more than 9 hours,4 to 6 hours,4 to 6 hours,sometimes,always,never,never,often,never,rarely,yes
female,8 to 10 hours,more than 8 hours,often,less than 1 hour,less than 1 hour,more than 9 hours,often,often,rarely,never,sometimes,rarely,never,no
male,5 to 7 hours,4 to 6 hours,never,more than 9 hours,4 to 6 hours,more than 9 hours,sometimes,always,rarely,sometimes,rarely,sometimes,rarely,yes
female,more than 10 hours,more than 8 hours,never,1 to 3 hours,more than 9 hours,less than 1 hour,never,always,often,often,often,often,often,yes
male,5 to 7 hours,less than 4 hours,often,1 to 3 hours,4 to 6 hours,1 to 3 hours,often,often,never,never,rarely,rarely,never,no
male,8 to 10 hours,less than 4 hours,never,4 to 6 hours,7 to 9 hours,more than 9 hours,often,often,often,often,always,always,rarely,yes
female,5 to 7 hours,4 to 6 hours,never,1 to 3 hours,more than 9 hours,more than 9 hours,often,never,rarely,rarely,rarely,always,sometimes,no
female,8 to 10 hours,7 to 8 hours,rarely,7 to 9 hours,7 to 9 hours,7 to 9 hours,never,often,often,rarely,often,sometimes,sometimes,yes
male,less than 2 hours,4 to 6 hours,always,7 to 9 hours,7 to 9 hours,1 to 3 hours,sometimes,often,always,often,always,never,rarely,yes
female,more than 10 hours,7 to 8 hours,never,less than 1 hour,7 to 9 hours,7 to 9 hours,never,always,sometimes,often,rarely,always,never,yes
male,more than 10 hours,more than 8 hours,sometimes,7 to 9 hours,4 to 6 hours,1 to 3 hours,never,rarely,sometimes,rarely,sometimes,rarely,sometimes,no
female,2 to 4 hours,less than 4 hours,often,1 to 3 hours,4 to 6 hours,4 to 6 hours,rarely,sometimes,rarely,often,sometimes,often,never,no
male,8 to 10 hours,7 to 8 hours,never,7 to 9 hours,more than 9 hours,1 to 3 hours,always,sometimes,always,often,never,never,often,yes
male,2 to 4 hours,less than 4 hours,sometimes,1 to 3 hours,1 to 3 hours,1 to 3 hours,often,always,often,sometimes,never,rarely,never,no
female,8 to 10 hours,4 to 6 hours,sometimes,1 to 3 hours,1 to 3 hours,more than 9 hours,rarely,sometimes,often,never,never,never,rarely,no
male,8 to 10 hours,4 to 6 hours,never,7 to 9 hours,1 to 3 hours,1 to 3 hours,sometimes,always,often,never,often,never,often,yes
female,5 to 7 hours,7 to 8 hours,rarely,7 to 9 hours,7 to 9 hours,4 to 6 hours,sometimes,rarely,rarely,rarely,never,rarely,never,no
female,5 to 7 hours,less than 4 hours,never,less than 1 hour,more than 9 hours,4 to 6 hours,always,sometimes,always,often,sometimes,always,never,yes
female,2 to 4 hours,7 to 8 hours,rarely,7 to 9 hours,1 to 3 hours,1 to 3 hours,sometimes,never,sometimes,always,rarely,often,never,no
female,less than 2 hours,less than 4 hours,sometimes,7 to 9 hours,4 to 6 hours,4 to 6 hours,rarely,rarely,often,sometimes,never,never,never,no
female,more than 10 hours,more than 8 hours,rarely,1 to 3 hours,4 to 6 hours,more than 9 hours,often,never,often,sometimes,sometimes,rarely,always,no
female,more than 10 hours,7 to 8 hours,never,less than 1 hour,less than 1 hour,1 to 3 hours,never,never,sometimes,always,sometimes,rarely,often,yes
male,2 to 4 hours,less than 4 hours,never,more than 9 hours,1 to 3 hours,4 to 6 hours,rarely,never,often,never,rarely,always,rarely,yes
female,5 to 7 hours,more than 8 hours,always,less than 1 hour,less than 1 hour,4 to 6 hours,rarely,often,rarely,always,often,always,often,yes
male,less than 2 hours,4 to 6 hours,never,more than 9 hours,more than 9 hours,less than 1 hour,sometimes,always,rarely,often,often,sometimes,sometimes,yes
female,5 to 7 hours,4 to 6 hours,often,1 to 3 hours,more than 9 hours,1 to 3 hours,never,sometimes,often,often,sometimes,rarely,never,yes
male,5 to 7 hours,7 to 8 hours,rarely,7 to 9 hours,7 to 9 hours,7 to 9 hours,never,sometimes,sometimes,rarely,never,always,often,yes
male,2 to 4 hours,4 to 6 hours,often,1 to 3 hours,7 to 9 hours,more than 9 hours,always,never,never,sometimes,rarely,rarely,rarely,no
male,2 to 4 hours,4 to 6 hours,sometimes,7 to 9 hours,more than 9 hours,less than 1 hour,never,never,always,never,never,sometimes,sometimes,yes
female,more than 10 hours,less than 4 hours,often,more than 9 hours,1 to 3 hours,more than 9 hours,never,always,rarely,sometimes,often,never,sometimes,yes
male,less than 2 hours,4 to 6 hours,rarely,more than 9 hours,more than 9 hours,7 to 9 hours,always,rarely,never,always,often,sometimes,always,yes
female,5 to 7 hours,less than 4 hours,always,7 to 9 hours,4 to 6 hours,4 to 6 hours,sometimes,always,sometimes,sometimes,rarely,often,always,yes
female,less than 2 hours,more than 8 hours,rarely,1 to 3 hours,more than 9 hours,1 to 3 hours,often,always,always,rarely,never,rarely,never,no
female,5 to 7 hours,more than 8 hours,often,7 to 9 hours,4 to 6 hours,more than 9 hours,never,rarely,often,sometimes,never,always,sometimes,yes
female,5 to 7 hours,4 to 6 hours,rarely,7 to 9 hours,4 to 6 hours,more than 9 hours,often,always,always,always,often,sometimes,never,yes
male,8 to 10 hours,less than 4 hours,never,1 to 3 hours,4 to 6 hours,7 to 9 hours,sometimes,sometimes,often,sometimes,always,always,sometimes,yes
female,less than 2 hours,4 to 6 hours,never,less than 1 hour,less than 1 hour,7 to 9 hours,sometimes,often,always,sometimes,rarely,often,sometimes,no
female,8 to 10 hours,4 to 6 hours,often,less than 1 hour,7 to 9 hours,7 to 9 hours,sometimes,rarely,rarely,always,rarely,never,never,no
